image_id,umap_x,umap_y,cluster,dataset
15270,6.448852,3.8855722,-1,TexasHornedLizards
15271,2.8260133,1.439776,-1,TexasHornedLizards
15272,6.3240185,5.4074616,-1,TexasHornedLizards
15273,5.5123706,4.058914,-1,TexasHornedLizards
15274,6.341032,3.8484495,-1,TexasHornedLizards
15275,5.8797774,5.348222,-1,TexasHornedLizards
15276,4.4809437,4.1361423,-1,TexasHornedLizards
15277,2.3678958,3.516622,-1,TexasHornedLizards
15278,4.3029294,3.3217797,-1,TexasHornedLizards
15279,2.526268,1.8952206,-1,TexasHornedLizards
15280,2.382239,1.0708914,-1,TexasHornedLizards
15281,5.188243,5.4642935,-1,TexasHornedLizards
15282,5.1548696,3.8465333,-1,TexasHornedLizards
15283,4.371372,1.857637,-1,TexasHornedLizards
15284,4.9879384,2.2980387,-1,TexasHornedLizards
15285,6.268099,4.3024683,-1,TexasHornedLizards
15286,2.4663875,4.0338054,-1,TexasHornedLizards
15287,2.1847925,3.1567125,-1,TexasHornedLizards
15288,4.736537,3.274159,-1,TexasHornedLizards
15289,4.6860876,4.864821,-1,TexasHornedLizards
15290,2.5226352,2.4732294,-1,TexasHornedLizards
15291,5.4475183,4.6511903,-1,TexasHornedLizards
15292,2.1614456,0.777831,-1,TexasHornedLizards
15293,2.8583174,1.1195226,-1,TexasHornedLizards
15294,4.5961413,5.379578,-1,TexasHornedLizards
15295,3.0678904,1.8518866,-1,TexasHornedLizards
15296,4.1133747,2.3242807,-1,TexasHornedLizards
15297,5.3005033,5.7770925,-1,TexasHornedLizards
15298,5.3289866,6.383692,-1,TexasHornedLizards
15299,2.9714122,3.06779,-1,TexasHornedLizards
15300,4.0240183,4.961785,-1,TexasHornedLizards
15301,4.223694,5.2654395,-1,TexasHornedLizards
15302,6.033592,4.0063534,-1,TexasHornedLizards
15303,5.5005116,3.1154451,-1,TexasHornedLizards
15304,5.058936,3.279794,-1,TexasHornedLizards
15305,5.966845,3.7997544,-1,TexasHornedLizards
15306,2.2148724,2.5424166,-1,TexasHornedLizards
15307,3.3055358,1.5890363,-1,TexasHornedLizards
15308,2.131118,1.449833,-1,TexasHornedLizards
15309,5.4619575,5.598612,-1,TexasHornedLizards
15310,5.4966006,3.283606,-1,TexasHornedLizards
15311,6.394813,4.112665,-1,TexasHornedLizards
15312,6.52051,3.9898503,-1,TexasHornedLizards
15313,5.2819633,2.4913492,-1,TexasHornedLizards
15314,4.9822397,3.318064,-1,TexasHornedLizards
15315,5.1839366,4.434506,-1,TexasHornedLizards
15316,4.0930843,4.0054564,-1,TexasHornedLizards
15317,5.0882907,2.523034,-1,TexasHornedLizards
15318,4.577424,3.8020844,-1,TexasHornedLizards
15319,6.2990503,5.2788105,-1,TexasHornedLizards
15320,2.7618203,0.8843165,-1,TexasHornedLizards
15321,5.3423815,6.0341396,-1,TexasHornedLizards
15322,3.8637264,3.7073512,-1,TexasHornedLizards
15323,4.949935,4.3120832,-1,TexasHornedLizards
15324,2.25012,0.81203973,-1,TexasHornedLizards
15325,5.2365246,3.0539804,-1,TexasHornedLizards
15326,5.3407845,2.7650309,-1,TexasHornedLizards
15327,2.6962743,1.7703819,-1,TexasHornedLizards
15328,3.6959672,3.303394,-1,TexasHornedLizards
15329,2.7519233,2.5564933,-1,TexasHornedLizards
15330,3.0456233,0.939564,-1,TexasHornedLizards
15331,3.3343248,3.230252,-1,TexasHornedLizards
15332,3.907919,2.9892685,-1,TexasHornedLizards
15333,5.206686,2.3602443,-1,TexasHornedLizards
15334,3.772596,4.4151444,-1,TexasHornedLizards
15335,4.866098,5.4169025,-1,TexasHornedLizards
15336,5.7225714,6.3616495,-1,TexasHornedLizards
15337,4.8627257,2.4830277,-1,TexasHornedLizards
15338,5.496118,5.6033864,-1,TexasHornedLizards
15339,5.412203,4.771325,-1,TexasHornedLizards
15340,2.6285522,2.0408776,-1,TexasHornedLizards
15341,5.29515,5.520548,-1,TexasHornedLizards
15342,2.1053445,3.3498878,-1,TexasHornedLizards
15343,6.168528,4.6687517,-1,TexasHornedLizards
15344,5.4834585,3.960565,-1,TexasHornedLizards
15345,6.229715,5.17644,-1,TexasHornedLizards
15346,4.487338,4.541869,-1,TexasHornedLizards
15347,4.712908,5.7297783,-1,TexasHornedLizards
15348,2.8031347,4.168834,-1,TexasHornedLizards
15349,2.9593928,1.9253463,-1,TexasHornedLizards
15350,2.1036067,2.162308,-1,TexasHornedLizards
15351,2.4698153,1.2189665,-1,TexasHornedLizards
15352,1.9607258,3.1531792,-1,TexasHornedLizards
15353,4.6565995,5.901701,-1,TexasHornedLizards
15354,5.9100037,5.849087,-1,TexasHornedLizards
15355,3.0162907,2.028301,-1,TexasHornedLizards
15356,5.217864,5.1374726,-1,TexasHornedLizards
15357,4.7683597,3.4513845,-1,TexasHornedLizards
15358,4.114147,4.3369746,-1,TexasHornedLizards
15359,5.2763686,5.8354936,-1,TexasHornedLizards
15360,2.1937983,2.7214758,-1,TexasHornedLizards
15361,5.773648,5.3845367,-1,TexasHornedLizards
15362,2.7442515,0.8888156,-1,TexasHornedLizards
15363,3.4845898,3.5578127,-1,TexasHornedLizards
15364,6.058144,6.195356,-1,TexasHornedLizards
15365,6.116664,3.5581028,-1,TexasHornedLizards
15366,2.160016,1.481037,-1,TexasHornedLizards
15367,2.2137864,0.8271645,-1,TexasHornedLizards
15368,2.7938569,1.2815748,-1,TexasHornedLizards
15369,4.057919,5.3049994,-1,TexasHornedLizards
15370,5.4314256,6.277629,-1,TexasHornedLizards
15371,3.0755641,4.332809,-1,TexasHornedLizards
15372,5.232317,4.9606667,-1,TexasHornedLizards
15373,4.853246,3.6793528,-1,TexasHornedLizards
15374,4.58395,5.951416,-1,TexasHornedLizards
15375,1.8479654,1.0484638,-1,TexasHornedLizards
15376,5.9971895,4.099247,-1,TexasHornedLizards
15377,4.043662,3.553571,-1,TexasHornedLizards
15378,2.3688905,2.4109387,-1,TexasHornedLizards
15379,5.3324337,3.1387205,-1,TexasHornedLizards
15380,6.290723,4.4867306,-1,TexasHornedLizards
15381,4.0022798,5.3569584,-1,TexasHornedLizards
15382,4.0854344,4.3990903,-1,TexasHornedLizards
15383,3.9697905,2.36943,-1,TexasHornedLizards
15384,2.6881185,2.2579472,-1,TexasHornedLizards
15385,4.1744,1.8187882,-1,TexasHornedLizards
15386,6.217256,3.7431698,-1,TexasHornedLizards
15387,6.097876,5.5640273,-1,TexasHornedLizards
15388,2.9099333,3.1186852,-1,TexasHornedLizards
15389,5.545268,4.692531,-1,TexasHornedLizards
15390,2.3294632,1.9652181,-1,TexasHornedLizards
15391,6.0243015,5.92827,-1,TexasHornedLizards
15392,5.3893023,4.567479,-1,TexasHornedLizards
15393,5.832501,6.282543,-1,TexasHornedLizards
15394,4.201666,5.7623878,-1,TexasHornedLizards
15395,5.725414,4.950206,-1,TexasHornedLizards
15396,2.8817747,0.95561063,-1,TexasHornedLizards
15397,5.1844096,3.7602,-1,TexasHornedLizards
15398,4.3222213,6.2795477,-1,TexasHornedLizards
15399,2.3034468,1.9453123,-1,TexasHornedLizards
15400,6.012732,5.6660633,-1,TexasHornedLizards
15401,2.5628633,1.0217628,-1,TexasHornedLizards
15402,2.4918032,2.3559854,-1,TexasHornedLizards
15403,2.9029613,2.4118874,-1,TexasHornedLizards
15404,2.4387856,0.7953402,-1,TexasHornedLizards
15405,4.4768953,4.7852993,-1,TexasHornedLizards
15406,5.2135463,2.3737931,-1,TexasHornedLizards
15407,5.5375986,2.9513614,-1,TexasHornedLizards
15408,2.245187,2.8977785,-1,TexasHornedLizards
15409,2.289862,3.5370896,-1,TexasHornedLizards
15410,4.956043,5.758487,-1,TexasHornedLizards
15411,6.152628,4.3948083,-1,TexasHornedLizards
15412,4.2406807,6.2543645,-1,TexasHornedLizards
15413,4.5958858,2.1268015,-1,TexasHornedLizards
15414,5.004796,5.021985,-1,TexasHornedLizards
15415,4.1965065,3.9720724,-1,TexasHornedLizards
15416,5.03348,5.2062225,-1,TexasHornedLizards
15417,4.2924438,6.293819,-1,TexasHornedLizards
15418,6.20639,4.174267,-1,TexasHornedLizards
15419,5.5550766,5.3513746,-1,TexasHornedLizards
15420,5.188946,4.2298975,-1,TexasHornedLizards
15421,2.710976,1.3525748,-1,TexasHornedLizards
15422,3.9669366,5.314708,-1,TexasHornedLizards
15423,3.1953273,2.9685557,-1,TexasHornedLizards
15424,2.4156368,1.3088994,-1,TexasHornedLizards
15425,4.079473,4.945698,-1,TexasHornedLizards
15426,4.770817,4.4011993,-1,TexasHornedLizards
15427,4.438879,3.7053435,-1,TexasHornedLizards
15428,2.160609,0.96147853,-1,TexasHornedLizards
15429,2.131313,1.7403208,-1,TexasHornedLizards
15430,3.7696216,1.4261432,-1,TexasHornedLizards
15431,5.391685,3.7611156,-1,TexasHornedLizards
15432,5.057899,3.878409,-1,TexasHornedLizards
15433,6.3400755,5.319214,-1,TexasHornedLizards
15434,3.7290354,4.4482374,-1,TexasHornedLizards
15435,2.8823879,2.0309107,-1,TexasHornedLizards
15436,4.639105,2.5534036,-1,TexasHornedLizards
15437,4.600919,2.5222962,-1,TexasHornedLizards
15438,6.330024,3.6998916,-1,TexasHornedLizards
15439,3.4179618,1.14905,-1,TexasHornedLizards
15440,5.8247433,4.982292,-1,TexasHornedLizards
15441,2.5982242,1.0552361,-1,TexasHornedLizards
15442,4.78197,4.0810175,-1,TexasHornedLizards
15443,3.6834326,2.0481727,-1,TexasHornedLizards
15444,4.365842,4.021096,-1,TexasHornedLizards
15445,4.37931,3.2915158,-1,TexasHornedLizards
15446,4.666647,4.486237,-1,TexasHornedLizards
15447,2.952825,0.6208347,-1,TexasHornedLizards
15448,5.4692607,5.086137,-1,TexasHornedLizards
15449,4.726895,2.5385776,-1,TexasHornedLizards
15450,2.0832968,2.258825,-1,TexasHornedLizards
15451,4.321689,3.951082,-1,TexasHornedLizards
15452,4.2031255,1.7922677,-1,TexasHornedLizards
15453,5.419195,3.894858,-1,TexasHornedLizards
15454,1.7458742,2.614734,-1,TexasHornedLizards
15455,2.7904801,3.132644,-1,TexasHornedLizards
15456,5.202847,6.394733,-1,TexasHornedLizards
15457,2.6710775,2.7105577,-1,TexasHornedLizards
15458,3.5759048,1.2853636,-1,TexasHornedLizards
15459,2.300552,2.735212,-1,TexasHornedLizards
15460,5.0372195,5.8628993,-1,TexasHornedLizards
15461,1.7183143,2.6224892,-1,TexasHornedLizards
15462,6.3743887,4.942033,-1,TexasHornedLizards
15463,3.9263666,1.5217407,-1,TexasHornedLizards
15464,5.8343897,5.998389,-1,TexasHornedLizards
15465,4.071728,3.360431,-1,TexasHornedLizards
15466,1.822596,1.6233009,-1,TexasHornedLizards
15467,4.478649,6.3739123,-1,TexasHornedLizards
15468,4.5826845,3.713632,-1,TexasHornedLizards
15469,6.062587,4.5218024,-1,TexasHornedLizards
15470,5.4837956,2.686742,-1,TexasHornedLizards
15471,4.178072,5.82498,-1,TexasHornedLizards
15472,4.0471983,5.526598,-1,TexasHornedLizards
15473,3.4937482,1.0620347,-1,TexasHornedLizards
15474,5.002493,5.077623,-1,TexasHornedLizards
15475,5.7762976,6.290332,-1,TexasHornedLizards
15476,5.096676,6.2974744,-1,TexasHornedLizards
15477,3.143886,3.12983,-1,TexasHornedLizards
15478,4.4390264,3.6640108,-1,TexasHornedLizards
15479,4.465638,3.6315675,-1,TexasHornedLizards
15480,4.574641,2.0863056,-1,TexasHornedLizards
15481,4.0462747,3.9529407,-1,TexasHornedLizards
15482,2.7170417,2.8755722,-1,TexasHornedLizards
