image_id,umap_x,umap_y,cluster,dataset
14791,3.6220279,1.2837377,-1,SeaTurtleID2022
14792,6.078229,-0.68426275,-1,SeaTurtleID2022
14793,1.7381127,-2.7220166,-1,SeaTurtleID2022
14795,2.0892644,-2.080815,-1,SeaTurtleID2022
14798,3.9134033,-0.8815187,-1,SeaTurtleID2022
14799,2.251085,1.4657665,-1,SeaTurtleID2022
14801,5.3469186,-0.8519748,-1,SeaTurtleID2022
14802,6.1098733,0.29019552,-1,SeaTurtleID2022
14803,2.7605662,-2.0088606,-1,SeaTurtleID2022
14805,3.8760667,0.061095517,-1,SeaTurtleID2022
14806,2.2540748,-2.7423978,1,SeaTurtleID2022
14810,5.126979,-2.5892296,-1,SeaTurtleID2022
14812,6.5985537,-1.6804447,-1,SeaTurtleID2022
14813,6.3304424,-2.1185765,-1,SeaTurtleID2022
14817,4.837341,-2.2817798,-1,SeaTurtleID2022
14818,6.936707,-2.0291867,-1,SeaTurtleID2022
14819,3.9586172,-0.73026466,-1,SeaTurtleID2022
14820,2.1885667,0.0731406,-1,SeaTurtleID2022
14821,3.4781682,-1.451186,-1,SeaTurtleID2022
14822,3.9227278,0.30918765,-1,SeaTurtleID2022
14823,5.6860986,0.5887314,-1,SeaTurtleID2022
14825,2.3578858,1.6826458,-1,SeaTurtleID2022
14826,6.1426077,-0.89927894,-1,SeaTurtleID2022
14827,4.016643,-1.5920722,-1,SeaTurtleID2022
14828,4.9542985,0.012024222,-1,SeaTurtleID2022
14831,4.567799,0.8104244,-1,SeaTurtleID2022
14832,4.7902107,-3.6152155,-1,SeaTurtleID2022
14833,5.2681627,0.62960815,-1,SeaTurtleID2022
14834,5.286801,1.3561792,-1,SeaTurtleID2022
14835,5.4794955,0.17471091,-1,SeaTurtleID2022
14838,4.9900537,0.37326425,-1,SeaTurtleID2022
14840,4.8461785,-1.692001,-1,SeaTurtleID2022
14841,2.39911,-1.5679512,2,SeaTurtleID2022
14846,2.1326666,0.17860417,-1,SeaTurtleID2022
14848,4.927959,-0.028059209,-1,SeaTurtleID2022
14849,2.581486,0.57985663,-1,SeaTurtleID2022
14850,3.0405827,-2.0990114,-1,SeaTurtleID2022
14852,6.2676644,-1.1194069,-1,SeaTurtleID2022
14853,4.1216745,-2.9597726,-1,SeaTurtleID2022
14854,3.905496,-3.0052757,-1,SeaTurtleID2022
14855,2.3781536,-1.6179485,2,SeaTurtleID2022
14856,3.6638896,-0.8122432,-1,SeaTurtleID2022
14857,2.3529482,1.0116006,-1,SeaTurtleID2022
14859,2.0467024,0.2495479,-1,SeaTurtleID2022
14861,4.3653126,1.5236362,-1,SeaTurtleID2022
14862,4.8971725,0.35363603,-1,SeaTurtleID2022
14863,2.2832022,1.7598139,-1,SeaTurtleID2022
14864,5.278962,-0.7477029,-1,SeaTurtleID2022
14866,5.1443224,-0.32465184,-1,SeaTurtleID2022
14867,5.230481,-3.0104547,-1,SeaTurtleID2022
14872,5.070958,-3.1514947,-1,SeaTurtleID2022
14874,3.7581182,-2.293663,-1,SeaTurtleID2022
14876,2.460951,-2.7627966,-1,SeaTurtleID2022
14877,2.722006,-2.5985065,-1,SeaTurtleID2022
14881,6.438438,-0.972714,-1,SeaTurtleID2022
14882,3.75837,-3.1439328,-1,SeaTurtleID2022
14884,6.0194283,-0.7556797,-1,SeaTurtleID2022
14885,5.6776056,0.09490238,-1,SeaTurtleID2022
14886,5.36405,0.80880624,-1,SeaTurtleID2022
14888,5.3810067,-0.6977041,-1,SeaTurtleID2022
14889,3.8288906,0.7881566,-1,SeaTurtleID2022
14890,3.777839,-3.2223036,-1,SeaTurtleID2022
14891,6.187046,-0.70100754,-1,SeaTurtleID2022
14892,3.0560281,0.10362755,-1,SeaTurtleID2022
14893,2.9015715,0.07056918,-1,SeaTurtleID2022
14894,5.718472,-2.4145665,-1,SeaTurtleID2022
14901,6.050917,-1.8283699,-1,SeaTurtleID2022
14902,2.3181608,1.8266968,-1,SeaTurtleID2022
14903,3.9552708,-0.57678115,-1,SeaTurtleID2022
14904,2.019087,-0.8983687,-1,SeaTurtleID2022
14905,5.317614,1.3365963,-1,SeaTurtleID2022
14907,3.1520116,0.12028647,-1,SeaTurtleID2022
14908,2.3821793,0.40594044,-1,SeaTurtleID2022
14911,2.0361428,-2.6916962,-1,SeaTurtleID2022
14912,2.4370124,-2.3809106,-1,SeaTurtleID2022
14913,5.3510046,-2.8900917,-1,SeaTurtleID2022
14917,4.794983,-0.6410191,-1,SeaTurtleID2022
14918,1.7981719,-2.6378567,-1,SeaTurtleID2022
14919,2.263497,-1.7034488,-1,SeaTurtleID2022
14920,5.75876,-2.3811507,-1,SeaTurtleID2022
14927,4.8930244,-3.1368585,-1,SeaTurtleID2022
14928,6.0531096,0.44391343,-1,SeaTurtleID2022
14929,5.927667,0.6397719,-1,SeaTurtleID2022
14931,6.4188566,-1.0459789,-1,SeaTurtleID2022
14932,3.9678698,-0.69377667,-1,SeaTurtleID2022
14934,3.1897836,0.7011235,-1,SeaTurtleID2022
14936,2.7844405,0.84998196,-1,SeaTurtleID2022
14937,5.401209,0.9022203,-1,SeaTurtleID2022
14938,5.180935,-1.3119041,-1,SeaTurtleID2022
14940,4.5085683,0.71057105,-1,SeaTurtleID2022
14943,2.203301,-2.3568861,-1,SeaTurtleID2022
14946,4.7482543,-3.7269287,-1,SeaTurtleID2022
14947,4.1582565,-3.0809643,-1,SeaTurtleID2022
14948,2.2368846,-2.005723,-1,SeaTurtleID2022
14953,5.3253407,-0.86805195,-1,SeaTurtleID2022
14954,3.5880718,1.2907346,-1,SeaTurtleID2022
14955,6.185765,-1.4590322,-1,SeaTurtleID2022
14956,5.7349305,-2.2536447,-1,SeaTurtleID2022
14957,3.0687313,1.1573596,-1,SeaTurtleID2022
14958,2.654775,-3.186855,-1,SeaTurtleID2022
14959,4.2703977,-0.06159088,-1,SeaTurtleID2022
14962,5.398514,0.69435906,-1,SeaTurtleID2022
14964,1.7147018,-2.6926699,-1,SeaTurtleID2022
14970,2.2491674,1.7044284,-1,SeaTurtleID2022
14971,4.9661283,-0.38457775,-1,SeaTurtleID2022
14974,2.5367754,-2.4481394,-1,SeaTurtleID2022
14975,4.6647906,-1.9625452,-1,SeaTurtleID2022
14977,2.306882,1.7126976,-1,SeaTurtleID2022
14980,3.5072014,-3.514144,-1,SeaTurtleID2022
14981,3.606688,-1.4705945,-1,SeaTurtleID2022
14983,5.0559077,0.41771162,-1,SeaTurtleID2022
14984,2.9409137,0.70462805,-1,SeaTurtleID2022
14986,6.2483077,-1.7081529,-1,SeaTurtleID2022
14987,2.8443415,0.8465979,-1,SeaTurtleID2022
14989,2.3684318,-2.8260238,-1,SeaTurtleID2022
14990,6.5004125,-1.033015,-1,SeaTurtleID2022
14993,3.0426261,-2.9592745,-1,SeaTurtleID2022
14995,2.980531,-2.9179566,-1,SeaTurtleID2022
14996,6.68386,-2.1001108,-1,SeaTurtleID2022
14998,4.8032084,-2.8567348,-1,SeaTurtleID2022
14999,6.297896,-2.1184034,-1,SeaTurtleID2022
15000,3.7060297,-3.2412314,-1,SeaTurtleID2022
15003,6.615162,-2.2344902,-1,SeaTurtleID2022
15005,5.6545515,-1.6410042,-1,SeaTurtleID2022
15006,5.415328,-0.45524392,-1,SeaTurtleID2022
15007,5.3504906,-1.9955711,-1,SeaTurtleID2022
15008,4.0926127,-0.16259235,-1,SeaTurtleID2022
15010,4.7912273,-2.9921923,-1,SeaTurtleID2022
15011,4.3312883,-0.9782448,-1,SeaTurtleID2022
15013,3.0349956,0.5636759,-1,SeaTurtleID2022
15014,5.3858905,0.13624302,-1,SeaTurtleID2022
15016,5.2776604,1.3964955,-1,SeaTurtleID2022
15019,5.3248262,-1.16159,-1,SeaTurtleID2022
15021,4.8433623,-0.04459446,-1,SeaTurtleID2022
15023,5.5477986,-0.18226029,-1,SeaTurtleID2022
15025,3.474521,-2.8714964,-1,SeaTurtleID2022
15026,1.9692544,-0.9487815,3,SeaTurtleID2022
15027,3.1435137,1.5036285,-1,SeaTurtleID2022
15029,5.894792,0.7028426,-1,SeaTurtleID2022
15030,3.092765,0.47385404,-1,SeaTurtleID2022
15031,3.2659225,1.1477994,-1,SeaTurtleID2022
15032,5.5206265,-2.5082998,-1,SeaTurtleID2022
15033,2.8244734,1.125117,-1,SeaTurtleID2022
15038,3.1113534,0.6641929,-1,SeaTurtleID2022
15040,5.389903,0.80178446,-1,SeaTurtleID2022
15041,1.9878752,-2.6891592,-1,SeaTurtleID2022
15042,3.6414857,0.7050177,-1,SeaTurtleID2022
15043,3.5364974,-2.802927,-1,SeaTurtleID2022
15044,4.4156537,1.4716003,-1,SeaTurtleID2022
15045,2.8805287,0.91019046,-1,SeaTurtleID2022
15047,6.7963448,-2.0085022,-1,SeaTurtleID2022
15049,6.270626,-1.4243944,-1,SeaTurtleID2022
15050,4.6320515,-3.4023356,-1,SeaTurtleID2022
15055,5.2341332,-2.7308552,-1,SeaTurtleID2022
15056,6.408999,-2.0745015,-1,SeaTurtleID2022
15060,3.8666553,-0.7299926,-1,SeaTurtleID2022
15061,4.9206,-3.015978,-1,SeaTurtleID2022
15062,4.155391,-1.5056642,-1,SeaTurtleID2022
15063,3.2732825,-3.467813,-1,SeaTurtleID2022
15064,5.7026486,-2.6155143,-1,SeaTurtleID2022
15065,6.0062523,-1.9442017,-1,SeaTurtleID2022
15066,4.610395,-0.241872,-1,SeaTurtleID2022
15067,5.268792,1.3445263,-1,SeaTurtleID2022
15069,2.7346642,0.564839,-1,SeaTurtleID2022
15070,6.7616,-1.8781534,-1,SeaTurtleID2022
15071,6.1418295,-0.6448426,-1,SeaTurtleID2022
15073,3.8275642,-0.46349892,-1,SeaTurtleID2022
15074,3.4982996,0.8987587,-1,SeaTurtleID2022
15076,3.2246108,-1.8796123,-1,SeaTurtleID2022
15077,4.510268,-0.65986556,-1,SeaTurtleID2022
15078,4.351051,-0.82952964,-1,SeaTurtleID2022
15080,2.6587992,-3.2439027,-1,SeaTurtleID2022
15082,4.616941,-1.3208346,-1,SeaTurtleID2022
15083,4.7351284,-2.6006775,-1,SeaTurtleID2022
15084,4.8481736,-3.691018,-1,SeaTurtleID2022
15085,5.1292925,-0.16504219,-1,SeaTurtleID2022
15086,4.6818743,-1.3365113,-1,SeaTurtleID2022
15089,6.2570314,-2.4249833,-1,SeaTurtleID2022
15090,6.7792315,-2.0970874,-1,SeaTurtleID2022
15091,4.151942,-1.663889,-1,SeaTurtleID2022
15093,2.6853008,-3.2117658,-1,SeaTurtleID2022
15095,2.225116,-2.0746253,-1,SeaTurtleID2022
15097,2.7961617,-2.1406846,-1,SeaTurtleID2022
15099,4.5902386,-2.261744,-1,SeaTurtleID2022
15100,6.1474533,-2.0733926,-1,SeaTurtleID2022
15101,2.0709748,-0.07197507,-1,SeaTurtleID2022
15102,6.361325,-0.39914745,-1,SeaTurtleID2022
15103,5.5209837,-0.12237281,-1,SeaTurtleID2022
15104,2.6717556,0.28257596,-1,SeaTurtleID2022
15105,4.568824,-1.2926548,-1,SeaTurtleID2022
15108,2.0090573,-2.1665702,-1,SeaTurtleID2022
15109,3.1119852,1.5574497,-1,SeaTurtleID2022
15113,5.4451914,-2.9370537,-1,SeaTurtleID2022
15114,3.3409755,-3.4348488,-1,SeaTurtleID2022
15115,3.9468205,-3.211183,-1,SeaTurtleID2022
15116,4.01908,-2.522497,-1,SeaTurtleID2022
15117,3.7142286,-1.9598566,-1,SeaTurtleID2022
15118,4.8991904,0.28662938,-1,SeaTurtleID2022
15119,5.6406636,-0.28654683,-1,SeaTurtleID2022
15123,2.8430157,-1.8229959,-1,SeaTurtleID2022
15124,3.2903044,-0.37579042,-1,SeaTurtleID2022
15125,3.578822,-3.3173685,-1,SeaTurtleID2022
15126,3.6709116,-3.6373203,-1,SeaTurtleID2022
15127,2.7950077,-2.0003302,-1,SeaTurtleID2022
15129,5.988287,0.5509869,-1,SeaTurtleID2022
15132,2.7234697,-2.688112,-1,SeaTurtleID2022
15135,2.4309692,-1.9290206,-1,SeaTurtleID2022
15137,5.5401464,0.8564533,-1,SeaTurtleID2022
15140,5.2515917,-2.0138688,-1,SeaTurtleID2022
15141,4.48653,-0.38634118,-1,SeaTurtleID2022
15142,4.2818694,-0.13450882,-1,SeaTurtleID2022
15145,6.010619,-0.46069777,-1,SeaTurtleID2022
15146,3.7881856,-0.41465822,-1,SeaTurtleID2022
15147,5.4996886,-1.384315,-1,SeaTurtleID2022
15148,3.6579814,-1.4947864,-1,SeaTurtleID2022
15149,4.853759,-3.0485225,-1,SeaTurtleID2022
15151,2.8212821,-1.5155795,-1,SeaTurtleID2022
15153,4.312214,-1.1791996,-1,SeaTurtleID2022
15156,2.3339605,1.8086371,-1,SeaTurtleID2022
15158,5.9142594,-0.24049672,-1,SeaTurtleID2022
15159,6.628695,-1.6189195,-1,SeaTurtleID2022
15160,1.9996738,0.38801092,-1,SeaTurtleID2022
15162,2.6566567,1.0642337,-1,SeaTurtleID2022
15163,6.4660053,-1.8574103,-1,SeaTurtleID2022
15164,6.613542,-1.7879733,-1,SeaTurtleID2022
15170,2.7011955,0.4072055,-1,SeaTurtleID2022
15171,6.376492,-2.201564,-1,SeaTurtleID2022
15173,5.3472004,-2.0111952,-1,SeaTurtleID2022
15174,3.687019,-3.2968407,-1,SeaTurtleID2022
15176,2.3093596,-2.229372,-1,SeaTurtleID2022
15178,3.0440865,1.5262055,-1,SeaTurtleID2022
15179,5.8863845,-2.8586233,-1,SeaTurtleID2022
15180,6.7265544,-1.8168935,-1,SeaTurtleID2022
15181,3.3787427,-3.1636982,-1,SeaTurtleID2022
15183,5.3984056,-0.06683153,-1,SeaTurtleID2022
15184,4.6260386,0.03157138,-1,SeaTurtleID2022
15186,3.1246893,0.8456965,-1,SeaTurtleID2022
15187,3.4511409,0.09938071,-1,SeaTurtleID2022
15188,5.8318624,0.7761076,-1,SeaTurtleID2022
15190,3.0171688,1.5824488,-1,SeaTurtleID2022
15192,2.4370985,-1.6495768,-1,SeaTurtleID2022
15194,4.975698,-1.1182504,-1,SeaTurtleID2022
15196,2.4290602,-0.1483135,-1,SeaTurtleID2022
15198,1.9981259,-0.89736867,3,SeaTurtleID2022
15199,3.1306934,1.2860645,-1,SeaTurtleID2022
15200,5.776101,0.80931836,-1,SeaTurtleID2022
15202,2.1681292,-1.9371945,-1,SeaTurtleID2022
15203,3.4945521,1.0919664,-1,SeaTurtleID2022
15204,2.760687,-2.3570094,-1,SeaTurtleID2022
15206,4.7438684,-3.6848488,-1,SeaTurtleID2022
